datetime,open,high,low,close,volume
2021-04-06 01:00:00,58000.0,59450.0,59328.54,58805.99,846.02799194
2021-04-06 00:00:00,59033.33,59475.0,59134.07,59328.54,861.8079457
2021-04-05 23:00:00,58540.68,59133.85,58880.6,59123.02,299.75433698
2021-04-05 22:00:00,58679.25,58954.63,58679.25,58880.6,333.60023684
2021-04-05 21:00:00,58500.0,58904.36,58785.14,58679.25,371.91879514
2021-04-05 20:00:00,58775.0,59100.0,59030.56,58785.16,303.71349133
2021-04-05 19:00:00,58806.07,59083.97,58901.07,59030.57,455.59626433
2021-04-05 18:00:00,58755.0,59046.81,58955.56,58901.07,421.0822918
2021-04-05 17:00:00,58615.04,59081.18,58992.49,58953.88,595.59179189
2021-04-05 16:00:00,58874.85,59250.0,59029.5,58992.49,669.95567449
2021-04-05 15:00:00,58874.85,59251.76,59186.86,59037.96,760.6563698
2021-04-05 14:00:00,58140.58,59188.0,58140.58,59188.0,1042.39566721
2021-04-05 13:00:00,57788.0,58140.58,57967.66,58140.57,326.74871069
2021-04-05 12:00:00,57750.0,58139.13,57750.0,57967.66,378.25244687
2021-04-05 11:00:00,57573.69,57750.0,57666.86,57750.0,287.18955438
2021-04-05 10:00:00,57340.69,57730.77,57532.46,57666.86,187.5534547
2021-04-05 09:00:00,56989.85,57532.46,57135.2,57532.46,207.73504528
2021-04-05 08:00:00,56817.64,57346.44,57267.99,57135.21,184.95591021
2021-04-05 07:00:00,56999.21,57359.09,57161.19,57268.0,183.54921599
2021-04-05 06:00:00,56831.38,57307.73,56925.14,57161.19,332.88580618
2021-04-05 05:00:00,56900.0,57386.68,57307.92,56939.06,455.81848808
2021-04-05 04:00:00,57300.0,57618.29,57491.13,57307.92,255.98156115
2021-04-05 03:00:00,57355.0,57729.56,57627.36,57491.12,304.2195126
2021-04-05 02:00:00,57456.72,57813.76,57813.76,57627.37,358.78583385
2021-04-05 01:00:00,57669.0,57918.79,57918.78,57808.49,252.47918953
2021-04-05 00:00:00,57903.28,58424.0,58216.73,57918.79,234.44359009
2021-04-04 23:00:00,58110.3,58312.8,58135.77,58215.94,143.42719237
2021-04-04 22:00:00,57909.17,58188.0,58123.0,58139.14,119.1423254
2021-04-04 21:00:00,58004.21,58200.0,58051.28,58123.0,152.36807889
2021-04-04 20:00:00,57857.71,58075.0,57969.07,58051.28,174.48286282
2021-04-04 19:00:00,57776.42,58187.13,58123.55,57972.19,179.10622173
2021-04-04 18:00:00,57989.16,58262.0,58175.23,58123.55,199.51656545
2021-04-04 17:00:00,58033.62,58281.48,58040.03,58175.23,137.74505083
2021-04-04 16:00:00,57690.0,58085.49,57943.57,58040.03,233.46821987
2021-04-04 15:00:00,57786.61,58500.0,58150.0,57942.63,398.61213006
2021-04-04 14:00:00,58052.41,58322.89,58175.28,58150.0,275.31105411
2021-04-04 13:00:00,57780.92,58199.25,57780.92,58175.28,283.19223993
2021-04-04 12:00:00,57049.69,57970.08,57311.58,57781.11,294.9385534
2021-04-04 11:00:00,57190.63,57777.83,57734.43,57311.58,209.40896262
2021-04-04 10:00:00,57510.17,57784.07,57713.66,57734.44,133.81562585
2021-04-04 09:00:00,57471.93,57727.01,57471.93,57713.67,104.85376148
2021-04-04 08:00:00,57450.0,57734.87,57645.59,57471.93,156.76434982
2021-04-04 07:00:00,57307.89,57645.59,57460.0,57645.59,168.80907466
2021-04-04 06:00:00,57200.98,57585.04,57501.48,57460.0,179.61158181
2021-04-04 05:00:00,57339.28,57684.5,57576.12,57501.48,154.25279548
2021-04-04 04:00:00,57413.43,57697.36,57545.01,57576.12,224.22391434
2021-04-04 03:00:00,57231.55,57585.52,57412.22,57545.0,233.59802023
2021-04-04 02:00:00,56950.01,57448.12,56972.88,57412.22,395.92097932
2021-04-04 01:00:00,56478.53,57149.99,56708.74,56972.88,778.38493156
2021-04-04 00:00:00,56540.0,57246.83,57094.34,56709.02,970.4773868
2021-04-03 23:00:00,56943.0,57820.9,57565.0,57094.34,983.42931566
2021-04-03 22:00:00,57126.0,57775.0,57661.35,57565.01,877.5555625
2021-04-03 21:00:00,57547.1,58263.02,58079.31,57661.35,702.73455637
2021-04-03 20:00:00,57897.43,58608.79,58608.79,58075.77,323.97621754
2021-04-03 19:00:00,58188.53,58758.17,58493.81,58608.79,387.78061532
2021-04-03 18:00:00,57800.0,58537.97,58223.74,58493.81,666.71942424
2021-04-03 17:00:00,58201.0,58793.22,58791.52,58231.7,699.61531608
2021-04-03 16:00:00,58590.0,59158.87,58824.12,58791.51,372.97564999
2021-04-03 15:00:00,58802.43,59235.58,59143.57,58824.11,300.24734093
2021-04-03 14:00:00,59120.04,59448.99,59422.42,59141.24,188.53303415
2021-04-03 13:00:00,59162.02,59450.0,59262.61,59422.42,143.35184114
2021-04-03 12:00:00,59138.48,59400.0,59257.53,59262.6,121.88393358
2021-04-03 11:00:00,59183.14,59445.59,59322.72,59269.49,138.64524825
2021-04-03 10:00:00,59323.41,59700.0,59413.21,59323.41,175.63293527
2021-04-03 09:00:00,58811.07,59425.56,59029.51,59413.21,159.99794782
2021-04-03 08:00:00,58750.0,59752.0,59299.29,59038.13,495.58291265
2021-04-03 07:00:00,59282.37,59441.72,59420.93,59299.3,97.41295887
2021-04-03 06:00:00,59214.5,59500.0,59458.83,59420.93,140.81980279
2021-04-03 05:00:00,59314.77,59518.28,59401.8,59454.95,162.27437442
2021-04-03 04:00:00,59190.86,59430.72,59232.54,59401.81,151.35263756
2021-04-03 03:00:00,59145.35,59429.0,59400.0,59232.54,161.38265396
2021-04-03 02:00:00,59119.19,59400.0,59259.26,59400.0,309.72405274
2021-04-03 01:00:00,59012.54,59404.69,59404.69,59258.36,252.75356089
2021-04-03 00:00:00,58941.2,59479.0,58981.04,59404.68,390.88211219
2021-04-02 23:00:00,58767.66,59200.0,58843.38,58981.04,292.47141985
2021-04-02 22:00:00,58657.94,58930.0,58767.82,58843.39,207.95412453
2021-04-02 21:00:00,58458.68,58899.54,58671.01,58767.82,357.04540293
2021-04-02 20:00:00,58558.27,58950.0,58860.0,58671.01,310.11450375
2021-04-02 19:00:00,58560.0,59117.26,59117.26,58860.0,569.67526914
2021-04-02 18:00:00,59025.57,59305.39,59205.2,59117.26,280.37569753
2021-04-02 17:00:00,59100.0,59265.57,59252.57,59205.2,360.9781959
2021-04-02 16:00:00,59154.9,59591.85,59482.04,59252.56,311.98907462
2021-04-02 15:00:00,59348.13,59600.0,59351.0,59482.03,474.33299129
2021-04-02 14:00:00,58900.0,59367.43,59189.66,59351.0,775.15190713
2021-04-02 13:00:00,59000.0,59512.49,59512.44,59189.67,898.70828977
2021-04-02 12:00:00,59223.09,59618.02,59566.14,59512.45,309.20615182
2021-04-02 11:00:00,59450.0,59680.0,59628.96,59566.14,228.10490229
2021-04-02 10:00:00,59467.08,59676.23,59641.67,59624.37,159.14857461
2021-04-02 09:00:00,59245.16,59690.09,59481.26,59641.67,404.23110655
2021-04-02 08:00:00,59408.12,59667.12,59431.91,59481.26,125.64011668
2021-04-02 07:00:00,59434.9,59700.74,59512.61,59434.9,337.53782591
2021-04-02 06:00:00,59320.58,59631.84,59543.22,59510.65,178.16310796
2021-04-02 05:00:00,59352.02,59649.23,59570.95,59541.72,283.9622769
2021-04-02 04:00:00,59406.9,59948.5,59821.69,59570.95,653.27145026
2021-04-02 03:00:00,59543.24,59950.0,59627.0,59821.69,580.5251877
2021-04-02 02:00:00,58849.14,60055.02,58857.2,59627.0,2106.09626657
2021-04-02 01:00:00,58643.66,59000.0,58652.39,58852.21,262.01655046
2021-04-02 00:00:00,58441.88,58875.0,58726.47,58652.38,500.22978431
2021-04-01 23:00:00,58711.29,59015.34,58983.38,58726.48,254.76235289
2021-04-01 22:00:00,58633.46,58991.09,58756.82,58983.39,274.914552
2021-04-01 21:00:00,58560.65,58924.8,58854.19,58756.82,254.85787489
2021-04-01 20:00:00,58715.21,59000.0,58915.87,58854.18,362.80452652
2021-04-01 19:00:00,58551.36,58945.64,58698.54,58908.22,700.35245091
2021-04-01 18:00:00,57930.0,58787.0,58496.76,58693.4,1191.95853423
2021-04-01 17:00:00,58310.63,58825.39,58762.4,58496.76,743.23702018
2021-04-01 16:00:00,58641.48,59136.26,58975.02,58762.41,743.6047273
2021-04-01 15:00:00,58943.17,59284.05,59007.78,58975.02,851.31428045
2021-04-01 14:00:00,58781.1,59074.81,58917.41,59007.7,553.64500038
2021-04-01 13:00:00,58727.24,59100.0,58740.01,58917.41,632.26087495
2021-04-01 12:00:00,58412.49,58749.0,58593.83,58740.01,407.71932185
2021-04-01 11:00:00,58139.94,58689.53,58629.47,58593.82,606.72166909
2021-04-01 10:00:00,58500.0,58970.39,58837.32,58629.47,336.11990595
2021-04-01 09:00:00,58729.35,59265.26,58849.32,58837.32,209.20291128
2021-04-01 08:00:00,58580.86,59474.94,58856.15,58840.04,416.56276858
2021-04-01 07:00:00,58539.34,58969.69,58761.5,58856.15,369.6455894
2021-04-01 06:00:00,58700.0,59044.87,58803.27,58761.5,144.16734167
2021-04-01 05:00:00,58720.01,59000.0,58925.14,58808.64,204.40102989
2021-04-01 04:00:00,58650.01,59250.0,59138.56,58922.22,598.013112
2021-04-01 03:00:00,58956.85,59183.41,59112.91,59138.55,223.51307279
2021-04-01 02:00:00,59051.52,59305.0,59158.68,59113.84,193.48624419
2021-04-01 01:00:00,58952.76,59333.16,59246.18,59160.88,347.19781158
2021-04-01 00:00:00,58756.07,59255.84,58800.01,59246.19,475.8670761
2021-03-31 23:00:00,58555.55,58921.0,58638.17,58800.0,450.42410278
2021-03-31 22:00:00,58610.12,59001.0,58950.24,58638.17,441.05174745
2021-03-31 21:00:00,58750.0,59306.5,58950.03,58950.24,487.87222461
2021-03-31 20:00:00,58347.44,59115.17,58601.28,58950.03,1064.82207827
2021-03-31 19:00:00,58380.79,59572.61,59292.0,58601.27,1358.72155812
2021-03-31 18:00:00,59191.84,59599.0,59269.12,59291.99,820.61176264
2021-03-31 17:00:00,58939.41,59299.98,59029.34,59269.12,847.70306506
2021-03-31 16:00:00,58800.0,59664.55,59302.73,59029.34,1123.69649172
2021-03-31 15:00:00,58605.78,59472.0,58605.79,59289.49,1531.14834818
2021-03-31 14:00:00,58379.85,58790.09,58578.28,58605.79,497.23661905
2021-03-31 13:00:00,58050.0,58797.3,58158.94,58578.27,646.27241295
2021-03-31 12:00:00,57674.49,58336.07,58006.71,58158.94,614.08329901
2021-03-31 11:00:00,57656.56,58154.31,57723.47,58006.71,422.68149107
2021-03-31 10:00:00,57280.0,58080.0,57962.05,57730.17,466.1648558
2021-03-31 09:00:00,57700.94,58280.73,58003.01,57967.85,411.53159231
2021-03-31 08:00:00,56873.8,58261.12,58184.04,58016.08,1366.35958607
2021-03-31 07:00:00,57501.0,59800.0,59704.6,58177.1,1284.78214433
2021-03-31 06:00:00,58682.82,59795.99,58715.0,59702.75,974.42686132
2021-03-31 05:00:00,58553.93,58743.92,58737.06,58715.0,233.07132775
2021-03-31 04:00:00,58501.01,58797.67,58635.38,58740.77,345.96191869
2021-03-31 03:00:00,58426.03,58745.58,58680.01,58635.38,407.61311835
2021-03-31 02:00:00,58680.0,58933.04,58933.04,58680.0,372.30104997
2021-03-31 01:00:00,58840.02,59093.0,59046.6,58933.03,630.30335226
2021-03-31 00:00:00,58692.84,59061.7,58786.46,59046.61,577.78572038
2021-03-30 23:00:00,58554.48,58791.12,58704.54,58786.46,441.31296913
2021-03-30 22:00:00,58642.29,58950.36,58756.82,58704.55,486.82099072
2021-03-30 21:00:00,58584.54,58852.71,58665.72,58756.82,240.54242097
2021-03-30 20:00:00,58420.61,59100.0,59099.0,58665.71,541.48990987
2021-03-30 19:00:00,58734.47,59099.0,58879.9,59098.99,577.79142879
2021-03-30 18:00:00,58716.7,59114.03,58720.61,58881.25,829.56117813
2021-03-30 17:00:00,58680.5,58897.45,58720.45,58720.75,415.61447464
2021-03-30 16:00:00,58460.0,58850.0,58514.7,58720.46,621.71435608
2021-03-30 15:00:00,58463.51,58957.87,58878.98,58514.7,728.79576704
2021-03-30 14:00:00,58632.6,59015.1,58907.06,58878.97,746.39509929
2021-03-30 13:00:00,58850.0,59300.0,59150.01,58913.41,991.26077347
2021-03-30 12:00:00,59051.72,59397.48,59271.43,59150.01,739.75985448
2021-03-30 11:00:00,58846.6,59279.12,58860.0,59271.43,828.20831139
2021-03-30 10:00:00,58615.33,59300.0,58837.32,58860.01,1001.58500776
2021-03-30 09:00:00,57862.02,58888.0,57945.79,58829.5,801.28315536
2021-03-30 08:00:00,57734.18,58188.69,58116.43,57945.8,320.61211696
2021-03-30 07:00:00,57933.77,58256.42,58050.2,58119.87,259.22634431
2021-03-30 06:00:00,57486.61,58249.0,57641.84,58050.2,800.02881713
2021-03-30 05:00:00,57343.8,57662.28,57540.27,57641.83,330.6720021
2021-03-30 04:00:00,57022.02,57788.42,57106.97,57545.0,521.32654558
2021-03-30 03:00:00,57000.0,57300.0,57260.83,57107.5,948.84431877
2021-03-30 02:00:00,57100.0,57371.73,57364.5,57260.82,594.56168883
2021-03-30 01:00:00,57197.0,57575.34,57503.01,57364.5,916.7913064
2021-03-30 00:00:00,57385.94,57729.86,57613.76,57503.01,420.87785306
2021-03-29 23:00:00,57282.61,57775.73,57727.64,57613.48,551.70985704
2021-03-29 22:00:00,57436.96,57910.83,57534.34,57727.65,562.94248171
2021-03-29 21:00:00,57171.73,57607.19,57233.75,57534.33,568.75891724
2021-03-29 20:00:00,57056.8,57728.14,57681.83,57235.93,758.92634096
2021-03-29 19:00:00,57410.0,57844.09,57800.0,57681.82,720.35145824
2021-03-29 18:00:00,57530.06,58000.0,57894.23,57800.0,949.90387142
2021-03-29 17:00:00,57535.6,58292.2,57597.11,57894.23,1164.94853549
2021-03-29 16:00:00,57178.12,57886.2,57734.69,57597.11,1223.65339342
2021-03-29 15:00:00,57296.25,58203.88,58159.99,57721.01,1139.55015365
2021-03-29 14:00:00,57831.64,58245.0,57957.79,58159.99,897.12612542
2021-03-29 13:00:00,57813.26,58220.39,58032.51,57956.68,865.81236154
2021-03-29 12:00:00,57781.5,58400.0,57888.76,58032.52,1106.50227152
2021-03-29 11:00:00,57611.43,58134.88,58047.01,57886.15,960.14398839
2021-03-29 10:00:00,57769.47,58325.85,57934.62,58047.01,852.32863095
2021-03-29 09:00:00,56976.44,58191.83,57109.58,57932.52,1126.76807051
2021-03-29 08:00:00,55908.54,57199.99,55913.46,57103.47,966.87293922
2021-03-29 07:00:00,55350.61,56160.0,55389.08,55913.47,502.13515562
2021-03-29 06:00:00,55012.12,55488.57,55025.3,55389.07,328.52990206
2021-03-29 05:00:00,54900.0,55413.52,55308.04,55027.93,343.68939012
2021-03-29 04:00:00,55074.79,55500.0,55355.61,55324.04,389.52121683
2021-03-29 03:00:00,55253.61,55523.45,55342.2,55355.61,235.56702087
2021-03-29 02:00:00,55127.51,55494.17,55220.56,55352.04,344.57323276
2021-03-29 01:00:00,54962.19,55491.4,55389.0,55220.56,540.01204695
2021-03-29 00:00:00,55290.0,55908.93,55781.22,55389.0,452.04148908
2021-03-28 23:00:00,55505.61,55876.81,55596.01,55778.82,392.76023242
2021-03-28 22:00:00,54998.52,55647.7,55125.01,55596.01,436.32931907
2021-03-28 21:00:00,54807.87,55332.88,54839.22,55125.01,361.65037981
2021-03-28 20:00:00,54777.77,55226.82,55224.61,54844.09,531.57235719
2021-03-28 19:00:00,54701.0,55426.36,55206.61,55224.61,781.35912932
2021-03-28 18:00:00,55183.61,56000.0,55959.71,55206.61,525.77452747
2021-03-28 17:00:00,55820.0,56311.82,56270.61,55966.74,290.01074919
2021-03-28 16:00:00,56035.36,56479.87,56357.43,56270.61,328.24903567
2021-03-28 15:00:00,55654.29,56387.05,55803.26,56357.42,388.55155205
2021-03-28 14:00:00,55498.08,55838.54,55751.08,55803.27,391.38990982
2021-03-28 13:00:00,55425.96,55899.89,55507.51,55769.88,336.42815956
2021-03-28 12:00:00,55275.06,56007.52,55788.36,55508.17,549.70700853
2021-03-28 11:00:00,55777.47,56101.9,56101.9,55792.17,232.88544844
2021-03-28 10:00:00,55715.61,56188.92,56123.05,56096.8,285.1705807
2021-03-28 09:00:00,56031.91,56587.08,56306.91,56116.35,290.30384318
2021-03-28 08:00:00,55994.48,56314.2,56225.18,56306.68,182.34433575
2021-03-28 07:00:00,55886.1,56291.71,55945.2,56225.18,166.78242385
2021-03-28 06:00:00,55845.83,56329.14,56272.86,55945.2,219.11398926
2021-03-28 05:00:00,56091.98,56417.65,56291.85,56265.31,339.74583791
2021-03-28 04:00:00,56062.42,56500.0,56062.42,56291.85,383.36076322
2021-03-28 03:00:00,55791.64,56181.43,55855.41,56069.64,307.8159776
2021-03-28 02:00:00,55783.75,56157.39,56130.22,55855.41,440.73712693
2021-03-28 01:00:00,55834.91,56225.95,56051.66,56130.22,548.8439158
2021-03-28 00:00:00,55573.49,56134.37,55856.54,56051.66,524.91642073
2021-03-27 23:00:00,55779.05,56475.56,56403.71,55856.53,475.13480722
2021-03-27 22:00:00,56066.74,56540.0,56456.94,56407.95,573.91503222
2021-03-27 21:00:00,55750.0,56640.0,55900.1,56457.27,447.63799445
2021-03-27 20:00:00,55719.45,55944.88,55802.75,55900.1,328.74326885
2021-03-27 19:00:00,55655.03,55930.65,55749.82,55802.75,285.97610732
2021-03-27 18:00:00,55578.2,56111.0,56110.99,55749.81,468.85627291
2021-03-27 17:00:00,55822.91,56300.0,56185.86,56110.99,737.60036295
2021-03-27 16:00:00,54971.33,56222.0,54980.98,56186.15,1179.38206386
2021-03-27 15:00:00,54531.84,55080.9,54658.32,54980.99,533.84477523
2021-03-27 14:00:00,54404.88,54786.72,54761.78,54661.2,497.17236272
2021-03-27 13:00:00,54071.0,54848.51,54290.57,54759.61,426.37983903
2021-03-27 12:00:00,53966.0,54605.29,54458.65,54297.27,483.2456985
2021-03-27 11:00:00,54329.92,54824.93,54697.97,54458.9,380.45708765
2021-03-27 10:00:00,54685.01,55127.0,55045.65,54693.46,269.76290226
2021-03-27 09:00:00,54804.93,55047.1,54935.18,55045.65,154.95591788
2021-03-27 08:00:00,54674.17,55152.81,54964.55,54942.51,357.16271992
2021-03-27 07:00:00,54515.34,55100.0,55055.81,54971.06,407.78392541
2021-03-27 06:00:00,54989.7,55306.32,55219.31,55058.27,329.69077785
2021-03-27 05:00:00,54736.28,55380.0,54997.59,55212.29,284.62856734
2021-03-27 04:00:00,54680.01,55256.71,54802.65,54997.6,410.79765437
2021-03-27 03:00:00,54598.71,54872.62,54789.37,54795.76,282.10559528
2021-03-27 02:00:00,54534.51,54940.85,54714.65,54789.37,273.56290271
2021-03-27 01:00:00,54610.91,55039.59,54780.0,54714.75,631.28606989
2021-03-27 00:00:00,54755.0,55658.94,55080.9,54779.61,1113.25078941
2021-03-26 23:00:00,54363.16,55125.13,54431.32,55072.44,701.9195941
2021-03-26 22:00:00,54402.34,54846.95,54630.0,54431.32,755.59237876
2021-03-26 21:00:00,54006.56,54640.84,54008.15,54630.43,649.47686581
2021-03-26 20:00:00,53844.59,54322.25,53846.76,54006.54,987.72654607
2021-03-26 19:00:00,53600.0,53893.0,53729.26,53839.13,518.04893963
2021-03-26 18:00:00,53530.0,53994.61,53894.24,53728.99,718.30891742
2021-03-26 17:00:00,53559.61,54001.7,53827.1,53886.72,844.44555217
2021-03-26 16:00:00,52910.0,54096.27,53327.28,53827.1,1648.86240978
2021-03-26 15:00:00,53234.65,53575.0,53462.29,53326.52,1416.44136338
2021-03-26 14:00:00,53148.35,53541.67,53362.41,53462.29,772.58441929
2021-03-26 13:00:00,52777.0,53366.77,53024.69,53366.77,675.15482757
2021-03-26 12:00:00,52534.11,53249.0,52728.13,53024.69,564.47212962
2021-03-26 11:00:00,52584.01,53470.92,53404.62,52713.87,541.90526802
2021-03-26 10:00:00,53215.51,53612.89,53348.54,53400.89,407.02266257
2021-03-26 09:00:00,53260.0,53660.48,53412.79,53348.53,490.18323495
2021-03-26 08:00:00,53192.2,53983.75,53651.25,53412.79,1288.02093855
2021-03-26 07:00:00,52420.0,53701.3,52602.16,53651.25,1445.04158614
2021-03-26 06:00:00,52489.83,52899.14,52849.99,52602.15,306.62250965
2021-03-26 05:00:00,52521.04,52946.79,52735.46,52849.98,431.10123783
2021-03-26 04:00:00,52200.0,52788.81,52428.61,52725.66,508.60598293
2021-03-26 03:00:00,51696.39,52728.28,51704.15,52428.82,567.62877603
2021-03-26 02:00:00,51553.68,52398.72,52283.72,51694.86,507.66996323
2021-03-26 01:00:00,51978.98,52367.56,52096.38,52283.55,393.24520707
2021-03-26 00:00:00,51250.0,52285.85,51320.76,52102.69,702.92607148
2021-03-25 23:00:00,51235.25,52054.44,51759.99,51325.01,925.23736912
2021-03-25 22:00:00,51622.0,52757.15,52447.37,51759.99,805.81835834
2021-03-25 21:00:00,51971.12,52600.0,52000.0,52447.37,498.89020251
2021-03-25 20:00:00,51851.08,52704.23,52209.05,52000.0,785.39221168
2021-03-25 19:00:00,51626.25,52312.64,52233.55,52209.05,861.84820433
2021-03-25 18:00:00,51501.51,52532.41,51626.72,52236.88,1164.38323993
2021-03-25 17:00:00,51126.01,51808.39,51325.65,51627.11,1027.65226207
2021-03-25 16:00:00,50548.22,51699.79,50996.69,51319.96,1749.71460241
2021-03-25 15:00:00,50625.59,51520.25,51299.99,50983.82,2024.56032555
2021-03-25 14:00:00,51047.37,52080.0,51672.77,51300.0,1782.30062076
2021-03-25 13:00:00,50415.98,52007.98,51068.34,51672.78,4204.56671632
2021-03-25 12:00:00,50305.0,52311.0,52140.48,51067.85,3534.21444483
2021-03-25 11:00:00,52116.82,53144.43,52963.69,52136.31,1081.95075176
2021-03-25 10:00:00,52524.86,53058.0,52950.38,52970.51,508.48032158
2021-03-25 09:00:00,52350.01,53027.0,52603.86,52948.1,447.37343834
2021-03-25 08:00:00,52066.62,52783.18,52246.91,52603.86,644.96920065
2021-03-25 07:00:00,52205.92,53110.66,52953.52,52246.91,627.08606688
2021-03-25 06:00:00,52658.48,53238.0,52688.62,52953.52,585.88659598
2021-03-25 05:00:00,52128.15,52843.99,52239.63,52688.56,564.55560117
2021-03-25 04:00:00,51888.05,52480.33,52109.27,52239.64,629.80841737
2021-03-25 03:00:00,51816.55,52561.34,52230.8,52109.27,985.48416426
2021-03-25 02:00:00,51500.0,52555.77,51820.45,52230.81,1693.31151438
2021-03-25 01:00:00,51716.53,52755.09,52606.96,51796.09,1374.72867309
2021-03-25 00:00:00,52020.12,52777.0,52259.69,52613.89,1133.83085257
2021-03-24 23:00:00,52214.0,52950.0,52518.85,52276.16,1297.81838078
2021-03-24 22:00:00,51673.82,53723.73,53723.72,52520.76,3225.24412304
2021-03-24 21:00:00,53541.99,54219.13,54037.49,53723.73,929.29408994
2021-03-24 20:00:00,53147.57,54681.18,54681.18,54044.98,2423.52061479
2021-03-24 19:00:00,54600.0,55527.66,55328.47,54681.18,1096.87953374
2021-03-24 18:00:00,55310.0,56335.94,56122.0,55328.47,1000.79324187
2021-04-18 18:00:00,55075.08,55752.16,55239.56,55555.56,728.56799525
2021-04-18 17:00:00,54949.51,55746.39,55538.98,55239.56,889.64677096
2021-04-18 16:00:00,55340.15,56071.2,55553.4,55538.97,1497.21740748
2021-04-18 15:00:00,54819.0,55676.5,55274.57,55556.63,1339.08414936
2021-04-18 14:00:00,55137.01,55951.03,55318.18,55274.57,1462.4174815
2021-04-18 13:00:00,54815.71,55478.96,55116.16,55318.18,1255.97946671
2021-04-18 12:00:00,53320.68,55201.2,53371.28,55116.16,1751.78784614
2021-04-18 11:00:00,53134.65,55192.34,54750.01,53371.28,1561.6836711
